"technology.increase","kpi_expenditure","kpi_final_gap","kpi_failure_count","behavior_importance_tendency","behavior_knowledge_tendency","behavior_target_tendency","behavior_price_tendency","behavior_sq_investment","behavior_centralized"
"1",19006,0.05,180,"0.5","1","0.75","15",FALSE,FALSE
"1",17820,0.04,60,"0.5","1","0.5","9",FALSE,TRUE
"1",31662,0.05,132,"1","0.5","0.5","12",FALSE,FALSE
"1",36394,0.03,36,"0.5","1","1","3",FALSE,TRUE
"1",50572,0.04,60,"0.5","1","1","12",FALSE,TRUE
"1",53321,0.06,125,"0.5","1","0.75","12",TRUE,FALSE
"1",43280,-0.08,180,"1","0.5","0.25","6",TRUE,FALSE
"1",31664,0.06,132,"0.5","1","1","12",TRUE,TRUE
"1",59578,0.04,84,"0.75","0.75","0.5","3",FALSE,FALSE
"1",45247,-0.01,229,"1","0.5","0.5","15",TRUE,TRUE
"1",29194,0.01,180,"0.75","0.75","1","3",TRUE,FALSE
"1",24369,0.03,72,"1","0.5","0.5","12",FALSE,TRUE
"1",47295,-0.04,132,"0.5","1","0.25","3",TRUE,TRUE
"1",57785,0.05,96,"1","0.5","0.75","12",FALSE,FALSE
"1",29446,-0.06,235,"1","0.5","0.25","9",TRUE,FALSE
"1",20843,0.06,216,"0.75","0.75","0.75","6",FALSE,FALSE
"1",34480,0,228,"0.75","0.75","0.5","3",TRUE,FALSE
"1",29352,-0.05,240,"1","0.5","0.75","15",FALSE,FALSE
"1",15960,-0.03,240,"0.75","0.75","0.5","15",FALSE,TRUE
"1",41023,-0.14,240,"0.75","0.75","0.75","15",FALSE,FALSE
"1",48878,0.03,36,"0.5","1","0.5","3",FALSE,FALSE
"1",54905,-0.03,240,"0.5","1","1","12",TRUE,FALSE
"1",34309,-0.04,192,"0.5","1","0.25","3",TRUE,TRUE
"1",53860,0.06,60,"0.75","0.75","0.75","9",TRUE,TRUE
"1",49055,0,176,"1","0.5","0.75","18",TRUE,TRUE
"1",22246,0.03,180,"0.75","0.75","0.25","12",FALSE,TRUE
"1",41798,0.06,196,"0.5","1","0.5","3",TRUE,TRUE
"1",42402,0.05,72,"0.5","1","1","3",FALSE,TRUE
"1",30213,0.04,192,"0.5","1","0.5","18",FALSE,FALSE
"1",38712,-0.03,204,"0.5","1","0.25","9",TRUE,FALSE
"1",45909,0.02,183,"1","0.5","0.75","15",TRUE,TRUE
"1",35728,0.03,192,"0.5","1","0.25","6",FALSE,TRUE
"1",28272,0.03,132,"0.75","0.75","0.25","3",FALSE,TRUE
"1",45636,-0.02,240,"1","0.5","0.25","18",TRUE,TRUE
"1",50911,0.04,156,"1","0.5","0.25","3",FALSE,FALSE
"1",47839,0.01,180,"1","0.5","0.25","12",TRUE,FALSE
"1",47923,-0.04,240,"0.75","0.75","1","3",TRUE,FALSE
"1",57834,0.07,116,"0.75","0.75","1","15",FALSE,FALSE
"1",19989,0.03,192,"0.5","1","0.25","3",FALSE,TRUE
"1",29397,0.04,144,"0.5","1","1","12",TRUE,TRUE
"1",50323,-0.04,240,"0.5","1","0.25","6",FALSE,FALSE
"1",26060,-0.03,240,"0.5","1","1","9",FALSE,TRUE
"1",41179,0.05,84,"0.75","0.75","0.75","6",FALSE,FALSE
"1",26782,0.05,84,"1","0.5","0.25","9",FALSE,TRUE
"2",35816,0.06,72,"0.75","0.75","0.5","15",TRUE,FALSE
"2",30502,0.06,72,"1","0.5","0.75","12",TRUE,TRUE
"2",49012,0.06,72,"0.75","0.75","1","6",TRUE,FALSE
"2",47726,0.06,60,"0.5","1","1","9",TRUE,FALSE
"2",56149,0.05,24,"0.5","1","0.75","12",TRUE,TRUE
"2",32873,0.05,48,"0.5","1","1","3",TRUE,TRUE
"2",40266,0.05,120,"0.75","0.75","0.25","6",TRUE,TRUE
"2",32386,0.06,36,"1","0.5","1","9",TRUE,TRUE
"2",38056,0.05,132,"0.5","1","0.25","6",TRUE,TRUE
"2",32926,0.06,145,"1","0.5","0.25","18",TRUE,FALSE
"2",39626,0.06,96,"0.75","0.75","1","18",FALSE,FALSE
"2",37216,0.05,72,"1","0.5","0.5","9",FALSE,TRUE
"2",43611,0.07,84,"0.75","0.75","0.75","15",TRUE,FALSE
"2",35784,0.05,48,"1","0.5","0.75","12",TRUE,TRUE
"2",24757,0.05,36,"0.5","1","0.5","12",TRUE,TRUE
"2",32167,0.06,36,"1","0.5","1","15",FALSE,FALSE
"2",43214,0.05,108,"0.5","1","0.25","15",FALSE,FALSE
"2",40077,0.04,48,"1","0.5","0.5","6",FALSE,TRUE
"2",14878,0.06,144,"0.75","0.75","0.5","9",TRUE,TRUE
"2",14246,0.04,33,"0.75","0.75","0.75","12",FALSE,TRUE
"2",24211,0.04,60,"0.5","1","0.5","3",FALSE,TRUE
"2",30870,0.04,108,"0.5","1","0.25","3",FALSE,TRUE
"2",19928,0.06,48,"0.75","0.75","0.5","6",TRUE,TRUE
"2",29556,0.06,72,"0.75","0.75","1","18",TRUE,FALSE
"2",23984,0.05,84,"0.5","1","0.25","12",TRUE,TRUE
"2",14004,0.04,60,"1","0.5","0.5","9",FALSE,TRUE
"2",25663,0.05,121,"0.5","1","1","6",FALSE,TRUE
"2",50081,0.04,72,"0.5","1","0.25","3",FALSE,TRUE
"2",41156,0.06,96,"0.75","0.75","0.5","9",TRUE,FALSE
"2",25856,0.07,84,"1","0.5","0.75","9",TRUE,TRUE
"2",13975,0.05,72,"0.75","0.75","0.25","12",FALSE,TRUE
"2",37535,0.05,12,"1","0.5","1","18",TRUE,FALSE
"2",51547,0.04,108,"1","0.5","0.25","3",FALSE,TRUE
"2",47346,0.05,36,"0.75","0.75","0.75","6",TRUE,FALSE
"2",42981,0.05,48,"1","0.5","0.5","18",FALSE,FALSE
"2",24197,0.05,24,"0.75","0.75","0.5","3",TRUE,TRUE
"2",32042,0.06,172,"0.5","1","0.5","18",TRUE,TRUE
"2",38729,0.07,132,"1","0.5","0.25","18",TRUE,FALSE
"2",27546,0.06,36,"1","0.5","1","15",TRUE,FALSE
"2",43630,0.06,72,"1","0.5","0.75","3",TRUE,FALSE
"2",16007,0.06,60,"1","0.5","0.75","18",TRUE,FALSE
"2",24285,0.04,36,"0.5","1","1","6",FALSE,TRUE
"2",49147,0.06,132,"1","0.5","0.5","12",FALSE,FALSE
"2",42400,0.05,84,"1","0.5","0.25","15",FALSE,FALSE
"2",47839,0.05,96,"0.75","0.75","0.75","6",FALSE,TRUE
"2",34144,0.05,72,"0.5","1","0.5","3",FALSE,FALSE
"2",24145,0.04,84,"1","0.5","0.25","3",FALSE,TRUE
"2",24363,0.05,72,"0.75","0.75","1","6",FALSE,TRUE
"2",17751,0.04,108,"0.5","1","0.25","12",FALSE,TRUE
"2",43663,0.06,120,"0.5","1","0.75","12",FALSE,FALSE
"2",45994,0.06,132,"1","0.5","0.75","12",FALSE,FALSE
"2",49309,0.05,168,"0.5","1","0.25","9",FALSE,FALSE
"2",55788,0.05,36,"0.75","0.75","1","3",FALSE,FALSE
"2",38128,0.05,60,"1","0.5","0.5","18",FALSE,FALSE
"2",53637,0.06,84,"0.5","1","0.75","9",TRUE,TRUE
"2",34395,0.04,48,"1","0.5","0.75","3",FALSE,TRUE
"2",19827,0.07,72,"1","0.5","0.75","6",TRUE,FALSE
"2",22088,0.05,84,"0.5","1","1","6",FALSE,TRUE
"2",29862,0.05,72,"0.75","0.75","0.25","6",TRUE,TRUE
"2",23222,0.04,120,"0.5","1","0.25","3",FALSE,TRUE
"2",47960,0.08,168,"0.75","0.75","1","6",TRUE,FALSE
"2",24984,0.05,108,"0.5","1","0.25","6",TRUE,TRUE
"2",29707,0.04,12,"0.75","0.75","0.5","9",FALSE,TRUE
"2",44081,0.05,108,"0.5","1","0.25","12",FALSE,TRUE
"2",26481,0.05,108,"0.75","0.75","0.25","3",FALSE,FALSE
"2",58716,0.05,12,"0.75","0.75","1","6",TRUE,TRUE
"2",47312,0.04,72,"1","0.5","0.25","6",FALSE,TRUE
"2",20816,0.05,36,"0.75","0.75","0.25","12",FALSE,FALSE
"2",36407,0.06,144,"1","0.5","0.5","18",TRUE,TRUE
"2",32908,0.06,84,"1","0.5","0.5","15",TRUE,TRUE
"2",17423,0.04,152,"0.5","1","0.25","3",FALSE,TRUE
"2",33134,0.08,144,"1","0.5","1","15",TRUE,TRUE
"2",33624,0.06,180,"0.5","1","1","9",TRUE,TRUE
"2",32243,0.05,36,"0.75","0.75","1","18",FALSE,FALSE
"2",15091,0.07,96,"0.75","0.75","1","18",TRUE,TRUE
"2",22515,0.06,120,"0.75","0.75","0.5","9",TRUE,FALSE
"2",26164,0.06,36,"1","0.5","0.5","3",TRUE,FALSE
"2",52642,0.05,132,"0.5","1","0.5","12",FALSE,FALSE
"2",41654,0.05,116,"0.75","0.75","0.5","12",FALSE,FALSE
"2",28869,0.04,48,"1","0.5","0.25","12",FALSE,TRUE
"2",32998,0.05,12,"0.75","0.75","1","15",TRUE,TRUE
"2",39928,0.05,132,"0.5","1","0.75","6",FALSE,FALSE
"2",39503,0.04,24,"0.5","1","0.75","18",FALSE,TRUE
"2",47303,0.06,36,"1","0.5","1","12",FALSE,FALSE
"2",30926,0.05,72,"0.75","0.75","0.75","6",FALSE,FALSE
"2",45134,0.05,132,"1","0.5","0.25","18",FALSE,FALSE
"2",31856,0.06,72,"0.75","0.75","0.5","18",TRUE,FALSE
"2",43719,0.05,48,"0.5","1","0.5","6",FALSE,FALSE
"2",12045,0.05,12,"0.5","1","0.25","9",TRUE,TRUE
"2",41515,0.06,84,"1","0.5","1","12",FALSE,FALSE
"2",48589,0.05,60,"1","0.5","0.25","3",TRUE,TRUE
"2",20364,0.05,144,"0.75","0.75","0.25","6",FALSE,FALSE
"2",18161,0.06,96,"1","0.5","0.75","3",TRUE,FALSE
"2",52265,0.04,72,"1","0.5","0.25","18",FALSE,TRUE
"2",21368,0.07,168,"0.5","1","0.75","9",TRUE,FALSE
"2",27866,0.06,120,"0.75","0.75","1","18",FALSE,FALSE
"2",49537,0.07,96,"1","0.5","1","9",TRUE,FALSE
"2",37398,0.05,18,"0.5","1","1","18",TRUE,TRUE
"2",39962,0.06,168,"0.5","1","1","9",FALSE,FALSE
"2",18110,0.04,96,"0.75","0.75","1","3",FALSE,TRUE
"0.5",55200,-0.01,132,"0.5","1","0.75","18",TRUE,TRUE
"0.5",38154,-0.22,240,"0.5","1","0.5","6",TRUE,TRUE
"0.5",40664,-0.18,240,"1","0.5","1","9",TRUE,TRUE
"0.5",28648,-0.2,240,"0.5","1","0.5","6",TRUE,TRUE
"0.5",35409,-0.01,192,"0.5","1","0.25","18",TRUE,FALSE
"0.5",49622,-0.02,240,"0.75","0.75","0.5","18",FALSE,TRUE
"0.5",53482,-0.08,216,"0.75","0.75","0.5","3",FALSE,FALSE
"0.5",20632,-0.14,240,"0.5","1","0.75","18",TRUE,TRUE
"0.5",49682,-0.07,192,"0.75","0.75","0.75","18",FALSE,FALSE
"0.5",28872,-0.14,240,"1","0.5","0.5","9",TRUE,FALSE
"0.5",23274,-0.11,240,"1","0.5","0.75","3",TRUE,TRUE
"0.5",29724,-0.08,229,"0.5","1","0.5","12",TRUE,TRUE
"0.5",21622,-0.04,156,"0.5","1","0.25","3",FALSE,TRUE
"0.5",52605,-0.13,240,"0.75","0.75","0.5","18",TRUE,FALSE
"0.5",48535,-0.1,204,"0.5","1","0.75","12",TRUE,TRUE
"0.5",38415,-0.02,132,"0.75","0.75","0.75","12",FALSE,TRUE
"0.5",36306,-0.16,240,"0.5","1","0.75","6",FALSE,TRUE
"0.5",28130,-0.02,204,"0.75","0.75","0.5","6",FALSE,FALSE
"0.5",20142,-0.23,240,"1","0.5","0.25","18",TRUE,FALSE
"0.5",17288,-0.13,240,"0.5","1","1","9",FALSE,FALSE
"0.5",22608,-0.07,240,"1","0.5","1","3",TRUE,FALSE
"0.5",37254,-0.02,143,"0.75","0.75","0.75","15",FALSE,FALSE
"0.5",31895,-0.12,240,"0.75","0.75","1","12",FALSE,TRUE
"0.5",53505,-0.13,228,"1","0.5","0.5","9",TRUE,TRUE
"0.5",32766,-0.03,156,"0.5","1","0.75","6",FALSE,TRUE
"0.5",19512,-0.09,240,"1","0.5","1","12",TRUE,TRUE
"0.5",33818,-0.02,156,"0.75","0.75","0.75","18",TRUE,TRUE
"0.5",36424,-0.03,156,"0.75","0.75","0.25","12",FALSE,FALSE
"0.5",35299,-0.13,240,"0.5","1","0.5","18",TRUE,TRUE
"0.5",31239,-0.03,204,"0.5","1","0.25","9",FALSE,FALSE
"0.5",31685,-0.09,240,"0.75","0.75","0.75","18",TRUE,TRUE
"0.5",42044,-0.08,240,"1","0.5","0.5","3",FALSE,TRUE
"0.5",17716,-0.16,240,"0.5","1","0.75","18",TRUE,FALSE
"0.5",30681,-0.01,156,"0.75","0.75","0.75","3",TRUE,TRUE
"0.5",35868,-0.08,240,"0.5","1","0.75","12",FALSE,FALSE
"0.5",23376,-0.13,240,"0.75","0.75","1","15",FALSE,TRUE
"0.5",48148,-0.03,156,"0.5","1","0.25","3",TRUE,TRUE
"0.5",36483,-0.02,240,"1","0.5","0.25","9",FALSE,FALSE
"0.5",36327,-0.01,144,"0.75","0.75","0.75","3",TRUE,TRUE
"0.5",20122,-0.02,240,"0.5","1","0.25","6",TRUE,TRUE
"0.5",59626,-0.02,144,"0.5","1","0.25","6",TRUE,FALSE
"0.5",46494,-0.07,231,"0.75","0.75","1","12",FALSE,TRUE
"0.5",32049,-0.13,240,"1","0.5","1","18",TRUE,FALSE
"0.5",55197,-0.13,240,"1","0.5","0.5","9",FALSE,TRUE
"0.5",55389,-0.03,144,"0.5","1","0.75","6",FALSE,TRUE
"0.5",59307,-0.02,228,"0.5","1","0.25","6",TRUE,FALSE
"0.5",27734,-0.08,240,"0.75","0.75","0.5","12",FALSE,TRUE
"0.5",45121,-0.2,240,"0.5","1","0.5","6",TRUE,FALSE
"0.5",40860,-0.2,240,"0.5","1","0.75","6",FALSE,FALSE
"0.5",32008,-0.02,144,"0.75","0.75","0.75","15",FALSE,TRUE
"0.5",18594,-0.23,240,"0.5","1","0.75","3",TRUE,FALSE
"0.5",47632,-0.02,144,"1","0.5","0.75","6",FALSE,TRUE
"0.5",26124,-0.09,240,"1","0.5","0.75","18",TRUE,TRUE
"0.5",30260,-0.14,152,"0.5","1","1","15",TRUE,TRUE
"0.5",31966,-0.04,161,"0.5","1","0.5","15",FALSE,TRUE
"0.5",33285,-0.14,240,"1","0.5","0.75","6",TRUE,FALSE
"0.5",54178,-0.09,240,"1","0.5","0.75","18",TRUE,FALSE
"0.5",31120,-0.09,240,"1","0.5","0.25","9",FALSE,TRUE
"0.5",48148,-0.16,240,"1","0.5","0.25","12",TRUE,FALSE
"0.5",29588,-0.12,240,"0.75","0.75","0.75","12",FALSE,FALSE
"0.5",18309,-0.22,240,"0.5","1","0.5","15",TRUE,FALSE
"0.5",28825,-0.1,204,"0.75","0.75","0.5","18",TRUE,TRUE
"0.5",42611,-0.02,240,"1","0.5","0.25","18",TRUE,FALSE
"0.5",35083,-0.18,240,"0.5","1","0.75","3",TRUE,FALSE
"0.5",50539,-0.01,240,"1","0.5","0.5","3",FALSE,FALSE
"0.5",58260,-0.03,156,"0.75","0.75","0.25","3",FALSE,FALSE
"0.5",30475,-0.15,240,"0.5","1","0.5","3",TRUE,TRUE
"0.5",58821,-0.03,204,"1","0.5","0.25","18",FALSE,TRUE
"0.5",25128,-0.02,228,"0.5","1","1","18",FALSE,FALSE
"0.5",17863,-0.07,240,"0.5","1","0.5","9",TRUE,FALSE
"0.5",18147,-0.09,240,"0.75","0.75","0.25","15",FALSE,TRUE
"0.5",41734,-0.08,216,"0.75","0.75","0.75","9",FALSE,TRUE
"0.5",16313,-0.1,240,"1","0.5","0.5","18",TRUE,FALSE
"0.5",37808,-0.02,132,"1","0.5","0.75","3",FALSE,FALSE
"0.5",46657,-0.02,216,"0.5","1","0.75","6",FALSE,FALSE
"0.5",50195,-0.06,240,"1","0.5","0.25","9",FALSE,FALSE
"0.5",44372,-0.03,156,"0.75","0.75","0.5","12",FALSE,TRUE
"0.5",57707,-0.03,168,"0.75","0.75","0.25","15",FALSE,FALSE
"0.5",30786,-0.07,240,"0.5","1","0.5","18",TRUE,TRUE
"0.5",27882,-0.17,240,"0.75","0.75","1","6",FALSE,FALSE
"0.5",22184,-0.05,240,"1","0.5","0.75","6",FALSE,FALSE
"0.5",44166,-0.18,240,"0.5","1","0.75","15",TRUE,FALSE
"0.5",18335,-0.19,240,"0.5","1","0.5","3",TRUE,FALSE
"0.5",65633,-0.05,192,"0.75","0.75","0.75","9",TRUE,FALSE
"0.5",32779,-0.07,228,"0.5","1","0.75","3",TRUE,FALSE
"0.5",44573,-0.06,192,"0.75","0.75","0.25","6",TRUE,TRUE
"0.5",28129,-0.07,240,"0.75","0.75","0.75","3",TRUE,TRUE
"0.5",41312,-0.03,144,"0.5","1","0.5","9",FALSE,TRUE
"0.5",56190,-0.01,204,"1","0.5","0.25","18",TRUE,TRUE
"0.5",20964,-0.12,240,"0.5","1","1","12",TRUE,TRUE
"0.5",47176,-0.03,240,"0.75","0.75","0.25","3",FALSE,TRUE
"0.5",49532,-0.06,240,"1","0.5","0.25","9",TRUE,FALSE
"0.5",48561,-0.08,152,"0.5","1","0.75","18",TRUE,TRUE
"0.5",35109,-0.13,240,"0.5","1","0.5","15",TRUE,FALSE
"0.5",44981,-0.06,240,"0.75","0.75","0.5","6",TRUE,FALSE
"0.5",30399,-0.04,168,"0.75","0.75","0.25","6",FALSE,TRUE
"0.5",52377,-0.13,240,"0.75","0.75","0.75","12",TRUE,TRUE
"0.5",40138,-0.06,144,"0.75","0.75","0.5","15",TRUE,TRUE
"0.5",45682,-0.1,240,"1","0.5","1","6",TRUE,TRUE
"1",15894,-0.04,240,"0.5","1","0.5","15",FALSE,TRUE
"0.5",48278,-0.07,228,"0.5","1","0.75","9",TRUE,FALSE
"1",23156,-0.02,216,"0.5","1","0.75","18",TRUE,TRUE
"1",45800,0.04,84,"0.5","1","0.5","3",TRUE,TRUE
"1",52295,0.05,60,"0.75","0.75","0.5","12",FALSE,FALSE
"1",23403,0.03,168,"1","0.5","0.25","15",TRUE,TRUE
"1",33343,0.05,48,"1","0.5","0.5","12",TRUE,TRUE
"1",34178,0.07,192,"1","0.5","0.75","15",FALSE,FALSE
"1",48424,0.05,156,"1","0.5","0.5","6",FALSE,TRUE
"1",15279,0.03,60,"1","0.5","0.25","9",TRUE,TRUE
"1",18670,0.07,204,"1","0.5","0.25","9",TRUE,FALSE
"1",34107,-0.03,204,"0.5","1","0.25","15",TRUE,FALSE
"1",39741,-0.08,240,"0.5","1","0.75","15",TRUE,FALSE
"1",26246,0,228,"0.75","0.75","1","3",FALSE,FALSE
"1",13377,0.05,108,"1","0.5","0.75","9",FALSE,FALSE
"1",26102,0.04,132,"0.5","1","0.5","9",FALSE,FALSE
"1",63295,0.05,36,"1","0.5","1","9",FALSE,FALSE
"1",27565,-0.04,228,"1","0.5","1","3",FALSE,TRUE
"1",32863,0.01,216,"1","0.5","0.5","9",TRUE,FALSE
"1",20189,0.05,60,"1","0.5","0.5","3",TRUE,TRUE
"1",55540,-0.09,240,"0.75","0.75","1","3",FALSE,FALSE
"1",17109,0.04,144,"0.75","0.75","0.5","9",FALSE,FALSE
"1",51984,0.04,60,"1","0.5","0.5","9",FALSE,TRUE
"1",18234,0.05,216,"0.5","1","1","9",FALSE,FALSE
"1",18090,0.05,132,"1","0.5","1","6",TRUE,TRUE
"1",16559,0.06,168,"0.75","0.75","0.5","3",TRUE,TRUE
"1",16856,0.04,108,"1","0.5","0.75","6",FALSE,FALSE
"1",30665,-0.09,240,"0.75","0.75","0.25","9",TRUE,TRUE
"1",27932,0.06,144,"1","0.5","0.5","6",TRUE,TRUE
"1",18945,0.04,156,"1","0.5","0.75","6",FALSE,TRUE
"1",50491,0.03,60,"0.75","0.75","0.5","3",FALSE,FALSE
"1",18394,0.04,39,"0.75","0.75","0.5","9",TRUE,TRUE
"1",48708,-0.09,228,"0.5","1","0.75","18",FALSE,FALSE
"1",55116,0,193,"1","0.5","0.5","6",TRUE,FALSE
"1",18287,-0.07,240,"0.5","1","1","6",TRUE,TRUE
"1",35787,-0.07,240,"1","0.5","0.25","12",TRUE,FALSE
"1",22621,0.07,216,"0.5","1","1","12",FALSE,FALSE
"1",42352,-0.02,240,"0.5","1","1","3",FALSE,FALSE
"1",26464,0.04,204,"0.5","1","0.75","6",FALSE,FALSE
"1",52539,-0.03,240,"1","0.5","1","9",TRUE,FALSE
"1",46277,0.05,133,"1","0.5","0.5","18",FALSE,TRUE
"1",26110,0.04,204,"0.75","0.75","0.25","12",FALSE,FALSE
"1",33658,-0.1,240,"0.75","0.75","1","3",TRUE,TRUE
"1",42491,-0.07,240,"0.5","1","0.75","12",TRUE,TRUE
"1",51168,0.01,175,"0.75","0.75","0.75","12",TRUE,FALSE
"1",24006,0.06,120,"0.5","1","0.75","6",TRUE,FALSE
"1",46719,0.05,180,"0.75","0.75","1","12",FALSE,FALSE
"1",57519,-0.01,168,"1","0.5","0.75","12",FALSE,FALSE
"1",44151,0.05,204,"0.5","1","1","15",FALSE,TRUE
"1",46789,-0.01,240,"0.75","0.75","0.5","18",FALSE,FALSE
"1",50907,-0.11,240,"0.75","0.75","0.75","9",TRUE,FALSE
"1",26098,0.05,168,"0.75","0.75","0.5","15",FALSE,TRUE
"1",59497,0.06,48,"0.75","0.75","0.75","18",TRUE,FALSE
"1",50664,0.01,173,"0.75","0.75","1","15",TRUE,FALSE
"1",23194,-0.1,240,"1","0.5","0.75","6",TRUE,TRUE
"1",27339,0.05,46,"0.75","0.75","0.5","15",TRUE,TRUE
"1",14085,-0.03,120,"1","0.5","0.25","3",TRUE,TRUE
"1",58664,0.04,108,"0.5","1","0.5","9",TRUE,TRUE
"1",42768,-0.08,240,"0.75","0.75","0.25","15",TRUE,TRUE
"1",35202,0.06,96,"0.5","1","0.25","18",TRUE,FALSE
"1",20765,0.05,132,"0.5","1","0.5","3",FALSE,TRUE
"1",36132,-0.06,230,"0.5","1","1","3",FALSE,TRUE
"1",15027,0.03,36,"1","0.5","1","6",FALSE,TRUE
"1",22224,0.03,168,"1","0.5","0.25","6",FALSE,TRUE
"1",30697,-0.01,229,"0.75","0.75","0.25","18",TRUE,FALSE
"1",37487,0.03,36,"1","0.5","0.5","6",FALSE,FALSE
"1",46650,-0.06,240,"0.75","0.75","0.75","9",TRUE,FALSE
"1",51438,0.02,144,"0.75","0.75","0.25","18",FALSE,TRUE
"1",34486,0.06,84,"1","0.5","0.25","9",TRUE,FALSE
"1",35227,-0.01,204,"0.75","0.75","0.5","3",TRUE,FALSE
"1",26896,0.05,36,"0.5","1","0.5","12",TRUE,TRUE
"1",53690,0.04,144,"0.5","1","0.5","15",TRUE,FALSE
"1",17933,0.05,144,"0.75","0.75","0.5","3",FALSE,TRUE
"1",29118,-0.1,240,"1","0.5","0.75","6",TRUE,FALSE
"1",42338,-0.04,240,"0.5","1","0.5","3",FALSE,TRUE
"1",20828,-0.03,240,"0.5","1","0.5","18",TRUE,TRUE
"1",23716,-0.13,240,"0.75","0.75","0.25","12",FALSE,FALSE
"1",36243,0.06,108,"1","0.5","0.75","12",FALSE,FALSE
"1",28632,0.05,108,"0.5","1","0.5","6",FALSE,TRUE
"1",46716,-0.02,216,"0.5","1","0.75","9",TRUE,TRUE
"1",53948,-0.04,132,"1","0.5","0.25","6",FALSE,TRUE
"1",18676,-0.02,240,"0.75","0.75","0.25","6",TRUE,FALSE
"1",34857,0.04,192,"1","0.5","0.25","12",FALSE,TRUE
"1",32153,0.05,132,"0.75","0.75","0.5","12",TRUE,TRUE
"1",25824,0.04,94,"1","0.5","0.25","12",FALSE,TRUE
"1",54830,-0.02,228,"1","0.5","0.25","15",FALSE,FALSE
"1",45370,-0.03,240,"0.5","1","0.25","6",TRUE,FALSE
"1",44179,0.03,159,"0.5","1","0.5","12",FALSE,TRUE
"1",22281,0.05,181,"1","0.5","0.25","15",TRUE,FALSE
"1",29092,0.04,96,"1","0.5","0.5","15",FALSE,TRUE
"1",53935,-0.02,240,"0.75","0.75","0.5","12",TRUE,TRUE
"1",42204,0.04,156,"0.5","1","0.25","6",TRUE,FALSE
"1",57227,0.03,61,"0.75","0.75","0.5","18",FALSE,TRUE
"1",19708,0.05,94,"0.75","0.75","0.25","3",TRUE,TRUE
"1",24189,-0.03,168,"0.5","1","0.25","6",TRUE,FALSE
"1",57697,0.01,216,"0.5","1","0.75","6",TRUE,FALSE
"1",41326,0.03,160,"0.75","0.75","0.75","9",FALSE,TRUE
"1",34974,-0.1,240,"0.75","0.75","1","3",FALSE,FALSE
"1",25326,0.04,72,"0.5","1","0.5","9",FALSE,TRUE
"1",62189,0.03,48,"0.75","0.75","0.5","18",FALSE,TRUE
"1",42434,0.05,48,"0.75","0.75","0.25","6",TRUE,TRUE
"2",21007,0.05,48,"0.75","0.75","0.5","12",TRUE,TRUE
"2",58492,0.05,108,"0.5","1","0.25","12",FALSE,FALSE
"2",30769,0.06,48,"1","0.5","0.5","6",TRUE,TRUE
"2",17462,0.05,60,"1","0.5","0.75","18",FALSE,FALSE
"2",31184,0.07,108,"0.5","1","1","18",TRUE,TRUE
"2",34147,0.06,96,"0.75","0.75","0.25","12",TRUE,FALSE
"2",31278,0.07,168,"0.75","0.75","0.75","18",TRUE,FALSE
"2",30289,0.05,132,"0.75","0.75","0.25","18",FALSE,TRUE
"2",15695,0.07,83,"1","0.5","1","9",TRUE,FALSE
"2",22095,0.04,36,"0.75","0.75","1","6",FALSE,TRUE
"2",47482,0.07,72,"1","0.5","1","18",TRUE,TRUE
"2",26767,0.08,120,"1","0.5","1","18",TRUE,FALSE
"2",39565,0.07,60,"1","0.5","0.75","18",TRUE,FALSE
"2",37220,0.05,48,"0.5","1","0.25","9",TRUE,FALSE
"2",46894,0.05,24,"0.5","1","0.75","6",TRUE,TRUE
"2",40729,0.05,31,"0.75","0.75","0.75","3",TRUE,TRUE
"2",11940,0.05,96,"0.75","0.75","0.25","18",FALSE,FALSE
"2",54121,0.05,72,"0.75","0.75","1","15",FALSE,TRUE
"2",31381,0.04,156,"0.5","1","0.25","12",FALSE,TRUE
"2",13299,0.05,12,"1","0.5","1","15",TRUE,FALSE
"2",36878,0.07,84,"0.75","0.75","1","9",TRUE,FALSE
"2",51523,0.04,24,"0.5","1","0.75","12",TRUE,TRUE
"2",21671,0.04,36,"0.75","0.75","0.5","9",FALSE,TRUE
"2",53313,0.06,36,"0.75","0.75","0.5","18",TRUE,TRUE
"2",52422,0.05,72,"0.75","0.75","0.5","3",TRUE,FALSE
"2",51701,0.05,84,"0.5","1","0.25","9",FALSE,FALSE
"2",23571,0.05,132,"0.75","0.75","0.75","12",FALSE,FALSE
"2",37640,0.07,84,"1","0.5","1","6",TRUE,FALSE
"2",23753,0.06,84,"1","0.5","0.5","6",TRUE,FALSE
"2",52216,0.05,96,"0.5","1","0.75","18",FALSE,TRUE
"2",19713,0.04,48,"0.75","0.75","0.25","12",FALSE,TRUE
"2",14984,0.06,0,"0.5","1","0.5","12",TRUE,FALSE
"2",46044,0.05,72,"0.75","0.75","1","6",FALSE,TRUE
"2",26751,0.06,36,"1","0.5","0.25","15",TRUE,FALSE
"2",39546,0.05,84,"0.75","0.75","0.25","6",TRUE,TRUE
"2",40143,0.05,97,"0.5","1","0.5","6",FALSE,FALSE
"2",34723,0.06,132,"1","0.5","0.75","6",FALSE,TRUE
"2",27163,0.05,24,"0.5","1","0.75","3",TRUE,FALSE
"2",26373,0.04,36,"0.5","1","0.25","12",FALSE,TRUE
"2",22069,0.05,108,"1","0.5","0.25","12",TRUE,TRUE
